0:0:0:0:0:0:0:1 - - [17/Oct/2015:18:15:18 -0500] "GET /tallerproy-0.8/resources/assets/js/neon-chat.js HTTP/1.1" 200 18902
0:0:0:0:0:0:0:1 - - [17/Oct/2015:18:15:18 -0500] "GET /tallerproy-0.8/resources/assets/js/neon-demo.js HTTP/1.1" 200 2035
0:0:0:0:0:0:0:1 - - [17/Oct/2015:18:15:18 -0500] "GET /tallerproy-0.8/resources/assets/js/toastr.js HTTP/1.1" 200 8283
0:0:0:0:0:0:0:1 - - [17/Oct/2015:18:15:18 -0500] "GET /tallerproy-0.8/resources/assets/images/thumb-1@2x.png HTTP/1.1" 200 884
0:0:0:0:0:0:0:1 - - [17/Oct/2015:18:15:18 -0500] "GET /tallerproy-0.8/resources/assets/js/neon-custom.js HTTP/1.1" 200 46430
0:0:0:0:0:0:0:1 - - [17/Oct/2015:18:15:18 -0500] "GET /tallerproy-0.8/resources/assets/images/thumb-1.png HTTP/1.1" 200 6105
0:0:0:0:0:0:0:1 - - [17/Oct/2015:18:15:18 -0500] "GET /tallerproy-0.8/resources/assets/images/flag-es.png HTTP/1.1" 200 1337
0:0:0:0:0:0:0:1 - - [17/Oct/2015:18:15:18 -0500] "GET /tallerproy-0.8/resources/assets/css/font-icons/entypo/font/entypo.woff?71205724 HTTP/1.1" 200 40320
0:0:0:0:0:0:0:1 - - [17/Oct/2015:18:15:23 -0500] "GET /tallerproy-0.8/convalidacioncurso HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [17/Oct/2015:18:15:23 -0500] "GET /tallerproy-0.8/convalidacioncurso/ HTTP/1.1" 404 1029
0:0:0:0:0:0:0:1 - - [17/Oct/2015:18:16:06 -0500] "GET /tallerproy-0.8/welcome HTTP/1.1" 200 13373
0:0:0:0:0:0:0:1 - - [17/Oct/2015:18:16:06 -0500] "GET /tallerproy-0.8/resources/assets/js/jquery-ui/css/no-theme/jquery-ui-1.10.3.custom.min.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [17/Oct/2015:18:16:06 -0500] "GET /tallerproy-0.8/resources/assets/css/font-icons/entypo/css/entypo.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [17/Oct/2015:18:16:06 -0500] "GET /tallerproy-0.8/resources/assets/css/bootstrap.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [17/Oct/2015:18:16:06 -0500] "GET /tallerproy-0.8/resources/assets/css/neon-core.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [17/Oct/2015:18:16:06 -0500] "GET /tallerproy-0.8/resources/assets/css/neon-theme.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [17/Oct/2015:18:16:06 -0500] "GET /tallerproy-0.8/resources/assets/css/custom.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [17/Oct/2015:18:16:06 -0500] "GET /tallerproy-0.8/resources/assets/css/skins/red.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [17/Oct/2015:18:16:06 -0500] "GET /tallerproy-0.8/resources/assets/js/jquery-1.11.0.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [17/Oct/2015:18:16:06 -0500] "GET /tallerproy-0.8/resources/assets/css/neon-forms.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [17/Oct/2015:18:16:06 -0500] "GET /tallerproy-0.8/resources/assets/js/rickshaw/rickshaw.min.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [17/Oct/2015:18:16:06 -0500] "GET /tallerproy-0.8/resources/assets/js/jvectormap/jquery-jvectormap-1.2.2.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [17/Oct/2015:18:16:06 -0500] "GET /tallerproy-0.8/resources/assets/js/gsap/main-gsap.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [17/Oct/2015:18:16:06 -0500] "GET /tallerproy-0.8/resources/assets/js/jquery-ui/js/jquery-ui-1.10.3.minimal.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [17/Oct/2015:18:16:06 -0500] "GET /tallerproy-0.8/resources/assets/js/bootstrap.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [17/Oct/2015:18:16:06 -0500] "GET /tallerproy-0.8/resources/assets/js/joinable.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [17/Oct/2015:18:16:06 -0500] "GET /tallerproy-0.8/resources/assets/js/jvectormap/jquery-jvectormap-1.2.2.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [17/Oct/2015:18:16:06 -0500] "GET /tallerproy-0.8/resources/assets/js/jquery.sparkline.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [17/Oct/2015:18:16:06 -0500] "GET /tallerproy-0.8/resources/assets/js/rickshaw/vendor/d3.v3.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [17/Oct/2015:18:16:06 -0500] "GET /tallerproy-0.8/resources/assets/js/rickshaw/rickshaw.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [17/Oct/2015:18:16:06 -0500] "GET /tallerproy-0.8/resources/assets/js/raphael-min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [17/Oct/2015:18:16:06 -0500] "GET /tallerproy-0.8/resources/assets/js/morris.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [17/Oct/2015:18:16:06 -0500] "GET /tallerproy-0.8/resources/assets/js/neon-api.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [17/Oct/2015:18:16:06 -0500] "GET /tallerproy-0.8/resources/assets/js/jvectormap/jquery-jvectormap-europe-merc-en.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [17/Oct/2015:18:16:06 -0500] "GET /tallerproy-0.8/resources/assets/js/neon-custom.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [17/Oct/2015:18:16:06 -0500] "GET /tallerproy-0.8/resources/assets/js/neon-demo.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [17/Oct/2015:18:16:06 -0500] "GET /tallerproy-0.8/resources/assets/js/toastr.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [17/Oct/2015:18:16:06 -0500] "GET /tallerproy-0.8/resources/assets/js/resizeable.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [17/Oct/2015:18:16:06 -0500] "GET /tallerproy-0.8/resources/assets/js/neon-chat.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [17/Oct/2015:18:16:07 -0500] "GET /tallerproy-0.8/resources/assets/images/thumb-1@2x.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [17/Oct/2015:18:16:07 -0500] "GET /tallerproy-0.8/resources/assets/images/thumb-1.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [17/Oct/2015:18:16:07 -0500] "GET /tallerproy-0.8/resources/assets/images/flag-es.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [17/Oct/2015:18:16:10 -0500] "GET /tallerproy-0.8/convalidacioncurso/inicio.jsp HTTP/1.1" 200 15325
0:0:0:0:0:0:0:1 - - [17/Oct/2015:18:16:10 -0500] "GET /tallerproy-0.8/convalidacioncurso/css/inicio.css HTTP/1.1" 200 905
0:0:0:0:0:0:0:1 - - [17/Oct/2015:18:16:10 -0500] "GET /tallerproy-0.8/convalidacioncurso/js/inicio.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [17/Oct/2015:18:16:10 -0500] "GET /tallerproy-0.8/convalidacioncurso/js/selectizes/alumnoSelectize.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [17/Oct/2015:18:17:31 -0500] "GET /tallerproy-0.8/convalidacioncurso/inicio.jsp HTTP/1.1" 200 15325
0:0:0:0:0:0:0:1 - - [17/Oct/2015:18:18:39 -0500] "GET /tallerproy-0.8/convalidacioncurso/inicio.jsp HTTP/1.1" 200 15325
